DISCIPLINA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ESHR008-21,0.005856959,-0.01404018,-0.014679249,0.0013518482,-0.0029537492,0.012961166,-0.003109429,0.004789863,-0.012786604,-0.006851092,0.013971021,0.001477547,-0.015080959,0.011844033,0.012506293,-0.0012832265,-0.005471727,-0.003345374,0.009400846,0.012718704,-0.0063613523,-0.0015348401,-0.0059661716,0.009799125,-0.01133462,-0.0068112873,0.014073256,-0.0063056406,-0.007821364,0.004310008,0.004804909,0.010185439,-0.004669573,0.011926668,-0.012438798,-0.014765637,-0.015351206,0.004356429,0.015334493,-0.014478408,-0.011835359,0.0067531243,0.014947122,-0.0049281996,0.0035112407,-0.0048600044,0.009556193,-0.013169,-0.014954783,-0.012895232,0.0043818243,0.011389898,-0.009308999,-0.012291413,0.013989005,-0.0101300925,0.014424887,0.0031720307,0.0073903445,-0.0032612737,0.0143707115,0.002687404,-0.004349053,0.004653074
MCCC008-23,-0.08353259,0.067400336,0.088102564,0.09361467,-0.005867263,-0.16527724,0.19824465,0.014410782,0.028914694,-0.037741236,0.1422528,0.17661126,0.19165163,-0.15381363,-0.086523466,0.032384593,-0.05534999,0.13182804,0.24839239,0.24027489,-0.15869391,0.07290882,0.1899163,-0.26619804,-0.051836975,0.16027614,-0.08425695,0.045820206,0.1698633,0.09187993,0.1501759,0.19503097,-0.36006075,-0.053172473,-0.008121145,0.050363738,-0.045669988,0.21288498,0.21889006,0.034890015,0.29476905,0.07118509,0.078799315,-0.04424421,0.016473822,0.008535767,0.09053241,-0.26343647,-0.12159879,0.04978519,0.1856873,-0.008927972,0.00957355,0.15250775,0.07471952,-0.031297974,0.027817069,-0.0013170532,0.11232872,-0.22838114,0.08957031,-0.09918704,-0.09074275,0.058148928
ESZA022-17,-0.10118579,0.08974565,0.08963265,0.07728693,-0.00864028,-0.10780056,0.12514208,-0.027125955,0.054329246,-0.01984912,0.10928075,0.15003392,0.17194141,-0.15439394,-0.076727994,0.010974981,-0.053473506,0.10358005,0.18650997,0.18796724,-0.12253504,0.03140994,0.112976104,-0.2414199,-0.06538376,0.13930988,-0.06909011,0.028462935,0.16197069,0.06996878,0.14694569,0.16901672,-0.2953034,-0.014446766,-0.017923208,0.029917648,-0.044398658,0.1851003,0.11886465,0.006665698,0.27242333,0.057473917,0.062490568,0.007823642,0.036659893,-0.0026468504,0.055526905,-0.24848875,-0.11402357,0.0678137,0.18400726,0.017080633,-0.017986702,0.147875,0.055331297,-0.029775804,-0.020841736,-0.039640885,0.07595187,-0.17913046,0.075295925,-0.09401567,-0.0665606,0.026214045
ESZS032-17,0.002961622,-0.09933233,1.084074,-0.52495164,0.13006663,0.13804832,0.03668624,-0.6861996,-0.014089939,0.31375194,0.309476,0.17087649,0.13095032,-0.544857,-1.1424806,-0.42340317,0.19364084,-0.23114344,0.32641295,0.43033212,-0.75552016,0.2020786,1.030124,-1.2164416,-0.2944531,0.77454984,-0.2684985,-0.14098233,0.295721,0.10941945,0.31554195,0.8758202,-1.4187776,0.18260166,0.16271396,-0.3137309,0.055171147,0.7853225,0.2777859,0.14887293,1.1538553,0.13447085,-0.17840597,0.116148606,0.23162474,-0.25142315,0.5763052,-1.0242667,-0.7824916,0.4191273,0.46507326,-0.3269251,-0.4176346,0.35357755,0.0029708622,-0.15624,0.4546527,-0.3020334,0.22112043,-0.6194162,0.3335283,-0.7632009,0.41764313,0.2241602
MCZA008-17,-0.01363456,0.0010776493,0.013136609,0.0033945162,0.012882124,0.00081737695,-0.009588667,-0.028593091,0.002655277,0.005729223,0.0010749252,0.013265888,0.02023466,-0.013183295,0.0026360457,0.010962084,-0.009762599,4.2467975e-05,0.01855782,0.03638447,-0.02009915,-0.00080513203,0.016074408,-0.035239976,-0.017121216,0.026377121,-0.00063450483,-0.0058250437,0.03509385,0.022838142,0.021193782,0.020602494,-0.04334003,0.011794696,0.00041496963,0.012102969,-0.0225313,0.022906678,0.020048818,-0.0051975865,0.03170686,0.0075922827,0.01921117,0.02124333,-0.012853768,0.008263397,0.020185791,-0.022500763,-0.009942572,0.009907395,0.020329256,0.005286311,0.00693457,0.016123509,-0.010847875,-0.009492552,0.006580609,0.010314946,0.01836737,-0.032050878,0.009737814,-0.014279997,-0.014592444,0.022885662
BCK0104-15,-0.1562524,0.119317226,0.07285339,0.09370661,0.00779211,-0.13991399,0.19556163,-0.015587521,0.05720591,-0.051779855,0.14965469,0.13925974,0.26364428,-0.1837365,-0.1352697,-0.013251372,-0.059942085,0.10427534,0.25047424,0.27993587,-0.23444417,0.116596326,0.15285026,-0.32611093,-0.071905896,0.15837069,-0.086822055,0.08908754,0.23238118,0.15289956,0.20006755,0.25921056,-0.45116442,-0.10656584,-0.009898501,0.050937798,-0.19946367,0.2606997,0.20544486,0.04177602,0.31666312,0.034050673,0.12077603,-0.0044500707,0.0207802,-0.05627241,0.08527324,-0.3358285,-0.18828183,0.09011123,0.2933382,-0.063315436,0.0063052624,0.18973705,0.044662703,-0.13018045,0.008508748,-0.031129487,0.10816177,-0.24014208,0.10881338,-0.050805233,-0.14882074,-0.015654277
NHZ3021-15,-0.08545682,0.26248467,0.13089767,0.12297069,0.029811503,-0.13592061,0.21805868,0.25460556,0.17309709,-0.05389369,0.32110217,0.03331585,0.4332955,-0.16808522,-0.21455276,-0.09376421,-0.2007659,-0.04834742,0.43142477,0.3272265,-0.37098938,0.048460223,0.45656714,-0.34919184,-0.16120905,0.36688283,-0.041078348,0.16788344,0.16903965,0.0709611,0.059369724,0.18237709,-0.4999604,-0.0790081,-0.051614586,0.13360837,-0.24711125,0.2556451,0.31014013,0.07966165,0.41998187,0.06315905,0.09545829,-0.015799614,0.059179462,0.07604868,0.2461775,-0.32742012,-0.18385215,0.23996554,0.27506343,0.13401957,-0.008016561,0.110635445,0.012288697,-0.07014337,0.057545956,-0.13266821,0.24140616,-0.38046044,0.16173998,0.015509484,-0.20688424,-0.13592671
ESIF004-23,-0.03800395,0.01700678,0.025546577,0.0032588514,0.023697209,-0.033418026,0.03978969,-0.011054186,0.026754864,0.002395227,0.026973777,0.062855795,0.06257276,-0.050912526,-0.031347368,0.02708275,-0.0019087497,0.034255464,0.07305299,0.07390896,-0.050809193,0.025700567,0.03206472,-0.073864415,-0.048202083,0.059056494,-0.0148653,-0.0017458533,0.059128307,0.034664348,0.06655448,0.06798806,-0.12211489,-0.0017208476,0.015482657,0.015629249,-0.030836277,0.082329564,0.053248875,0.018982386,0.09815036,0.019556811,0.04681123,0.0058408356,-0.009187695,0.010343332,0.04376489,-0.07395218,-0.0370038,0.0052663474,0.07176632,-0.012787138,0.0028096891,0.046927363,-0.010833143,-0.003622884,-0.0031696265,-0.0063787703,0.022220474,-0.09001432,0.027324798,-0.043625843,-0.011396887,0.02914045
BHQ0003-15,-0.099774,0.020436967,0.20914976,0.060718235,-0.026966866,-0.0990318,0.2604611,0.032316316,0.14877866,0.03735545,0.16055436,0.2005121,0.19956408,-0.23058137,-0.03649009,0.033034682,-0.12785219,0.16686076,0.35388663,0.2821957,-0.30359498,0.0639759,0.06522397,-0.43140772,-0.04845346,0.15435971,-0.12973861,0.060286343,0.29970592,0.09480199,0.25502062,0.21856192,-0.5714586,-0.045701854,0.039026894,-0.043441877,-0.119626105,0.35228565,0.24466698,0.03523408,0.41108176,0.02415885,0.07259265,0.08358736,0.120196074,0.019655138,0.20425855,-0.31126216,-0.28114578,0.121138364,0.40287903,-0.012199507,0.028258445,0.19000322,-0.009549524,0.0036829463,0.02596464,0.045999993,0.10820748,-0.29724023,0.10722287,-0.10521166,-0.08730785,0.015900483
MCZB013-13,-0.14745963,0.051171944,0.21578836,0.03224542,-0.016581604,-0.14142926,0.18107235,-0.007959319,0.09681098,-0.12646244,0.23129222,0.13755459,0.2511748,-0.23233937,-0.14960483,0.00774668,-0.06774027,0.09126249,0.42410997,0.3033448,-0.24272622,0.15213174,0.22801244,-0.34653518,-0.11779428,0.32828432,-0.048377782,0.1506361,0.3155069,0.082078815,0.27215147,0.18573202,-0.46009442,-0.051491406,0.03167529,0.06089335,-0.15842181,0.31295234,0.25488415,0.12472563,0.48295677,0.07573971,0.05307746,-0.028162792,0.10048802,0.008529151,0.1308001,-0.4914889,-0.25539428,0.09413696,0.27012748,0.0069863405,0.056767214,0.19429803,0.0064259637,-0.11240747,-0.031997435,-0.0612366,0.067953125,-0.32679775,0.07077605,-0.17646608,-0.1411357,0.12567794
MCZB014-17,-0.12481121,0.1272066,0.115931004,0.049944647,0.04118707,-0.10582759,0.11628745,-0.022847993,0.028756132,0.01026219,0.1233033,0.18778826,0.21823934,-0.1958913,-0.10492572,0.038781647,-0.04174783,0.12623157,0.3132873,0.29265702,-0.18366979,0.050540872,0.18580745,-0.34799612,-0.115571424,0.20854105,-0.10512622,0.06396299,0.2512234,0.053890824,0.16413489,0.2346343,-0.42652938,-0.02363529,0.025664054,0.014972153,-0.063002154,0.29538813,0.21449524,0.052272245,0.38370547,0.041312583,0.07370806,0.07799217,0.08608222,0.0012554596,0.1423014,-0.337319,-0.14029062,0.040219437,0.25869024,-0.015711598,-0.006306596,0.17947344,0.04834609,-0.05686394,-0.034850832,-0.018222542,0.11203236,-0.2589979,0.058611684,-0.13807364,-0.08895829,0.098642506
ESTS003-17,-0.14047432,0.12554666,0.13342886,0.045989774,-0.0026843941,-0.12471176,0.15826188,-0.006715119,0.05970852,-0.045759663,0.1632314,0.14819206,0.22203712,-0.18651247,-0.14929467,-0.021525213,-0.07369679,0.11829854,0.2651505,0.17661057,-0.20606576,0.10128506,0.17791726,-0.3144287,-0.08230281,0.19008452,-0.11692987,0.09987176,0.1608286,0.10162864,0.1654021,0.22045694,-0.33509338,-0.11312472,-0.022670923,0.0028656668,-0.036360607,0.2287514,0.22207846,0.035427652,0.29507145,0.08098971,0.055046126,-0.053383548,0.0095703695,0.00931881,0.04325645,-0.25443724,-0.13220076,0.114253886,0.2599611,0.06625116,0.012438341,0.20429857,0.06916256,-0.040382523,0.028469041,-0.07836514,0.11044051,-0.2769424,0.12531212,-0.09521351,-0.08152815,0.013297446
MCZC014-15,0.0098612495,-0.006217867,0.008462645,0.015011538,-0.004946377,0.0034044888,-0.009155955,-6.071292e-05,-0.00026763417,-0.0077796336,0.0014715791,-0.0012748893,0.007694833,0.0059917923,-0.00968392,-0.010137647,-0.008856513,-0.006872827,0.013914792,-0.0077661984,-0.0015340094,0.005224092,0.0031665247,-0.015391141,0.009018628,0.009432955,-0.0075819697,0.0074656736,-0.0037581306,-0.000786677,0.010759266,-0.008483218,0.0075627696,0.014962461,-0.010165568,-0.002183225,-0.012642032,0.010616325,-0.010377994,0.0010971315,-0.003504375,-0.0041995887,-0.011927446,-0.0061606336,-0.014356481,0.014288526,0.012931466,-0.00073398463,0.006633321,-0.004850203,0.0018324722,-0.0062250774,0.0065238234,-0.015314454,-0.0015862472,0.01122723,0.0014640912,0.0011009015,-0.009917108,0.013590394,-0.010985965,-0.008775162,0.00029057823,-0.013480879
ESZB007-17,-0.107696615,0.10388704,0.18338332,0.041513767,0.03167709,-0.20500451,0.24249247,-0.0029924961,0.062459234,-0.045108605,0.20152172,0.18841395,0.20467092,-0.1667596,-0.09267609,-0.022884373,0.033399325,0.21042868,0.3858895,0.26333392,-0.13669236,0.047924552,0.18606016,-0.2956364,-0.08860929,0.20670198,-0.07972815,0.0657273,0.25099462,0.050945137,0.17104879,0.18528551,-0.3538666,-0.11063618,0.039325267,0.047251485,-0.09920638,0.2274123,0.27247158,-0.021816721,0.293464,0.10959904,0.16561335,0.06708821,0.08787757,-0.1101886,0.099007115,-0.27203098,-0.1772246,0.16970721,0.2474644,-0.02659498,-0.018392155,0.2348702,-0.02995605,-0.14892077,-0.033071402,-0.08370835,0.14190382,-0.24389522,0.051524267,-0.17280746,-0.1253858,0.0950475
ESZB022-17,-0.14150997,0.13969918,0.10008158,0.09121573,-0.07799294,-0.0843294,0.24956685,0.1294554,0.047984377,-0.069474354,0.25118786,0.11601635,0.18066771,-0.14680317,-0.14867447,-0.079362325,0.010468244,0.18248871,0.20643441,0.20775102,-0.06175184,0.0532205,0.19706033,-0.29263836,0.0022148446,0.094571896,-0.12165701,0.05833597,0.17547728,0.023857294,0.19815643,0.24141994,-0.34313262,-0.18296444,-0.028898064,0.0077194083,-0.052258443,0.23248541,0.22517009,0.06009194,0.2413418,0.096838966,-0.053039294,0.0018275885,0.07566521,0.040189773,-0.009769764,-0.25534856,-0.21960698,0.07721624,0.111550085,0.116832994,-0.0046122423,0.2178091,0.07055211,-0.043024145,-0.030030515,-0.06989512,0.10369638,-0.32237482,0.13890642,-0.034619857,-0.14362231,0.028172882
ESZB035-17,-0.028600069,0.027364923,0.038147833,0.010706592,0.010533713,-0.03123414,0.06324102,-0.031517807,0.033342656,0.00529556,0.022226876,0.052568424,0.07137937,-0.077655725,-0.048978955,0.026453605,-0.02810701,0.028871715,0.10188007,0.08480825,-0.076555096,0.03094348,0.041077174,-0.110661775,-0.051705204,0.08747407,-0.04167587,0.030301265,0.097713746,0.021049984,0.06924949,0.09015453,-0.15882789,-0.016759628,0.020027364,0.0025318358,-0.043107923,0.09606214,0.05952192,0.008581603,0.11586116,0.017095271,0.025413424,0.016507855,0.02186407,0.024551691,0.0376767,-0.12073975,-0.07431769,0.026097523,0.09282188,0.019840056,-0.0017515444,0.049637236,0.015104836,-0.019127322,-0.01440656,-0.010739991,0.021165546,-0.094484,0.035858463,-0.037140567,-0.02461725,0.026420759
ESZB005-17,-0.10093475,0.16788308,0.21522918,0.06997894,-0.011240752,-0.13338165,0.22540897,0.11675008,0.029389795,-0.0880564,0.1979842,0.14546442,0.19523078,-0.24076305,-0.1409121,0.016188372,-0.022295624,0.15117583,0.19059792,0.1822022,-0.18875556,0.032355916,0.144998,-0.28838286,-0.039344203,0.15758547,-0.17546096,0.09695996,0.17653058,0.08044362,0.1372845,0.2616055,-0.32868052,-0.029473897,-0.018883182,-0.05260903,0.027027218,0.1986728,0.25670278,-0.05423814,0.32106858,0.10933249,0.048111573,-0.10439663,0.071926095,0.10070324,-0.03214155,-0.25107196,-0.20706968,0.0733758,0.29203334,0.011367709,-0.034205038,0.20112647,0.0666278,-0.077547275,0.08494079,-0.10383551,0.034857314,-0.26383796,0.094157055,-0.094113916,-0.1681068,-0.07459941
MCBD002-23,-0.16124178,0.16067863,0.11360431,0.018591065,-0.023850806,-0.16158022,0.18602465,-0.019142626,-0.017776059,0.058689285,0.13482478,0.26021674,0.14427385,-0.18515958,-0.12392252,-0.016288,-0.14853287,0.102011,0.31005865,0.18666336,-0.21032752,0.031442434,0.2894856,-0.2784935,-0.12544553,0.23134328,-0.13434114,0.029212415,0.23101124,0.12935567,0.13510983,0.20386285,-0.35429716,-0.08603327,-0.014610028,0.123999365,-0.057004917,0.31244612,0.13663809,0.005758528,0.41919348,0.08353746,0.13890935,-0.09205152,0.108518355,0.030715706,0.09030475,-0.40792078,-0.22380774,0.025718018,0.37871155,0.0055457563,-0.06040149,0.15844388,0.123097554,-0.006401641,0.08092109,0.026190277,0.2399139,-0.25555405,0.14817877,-0.25253448,-0.12886217,-0.043581907
NHZ3023-15,-0.118193634,0.10648318,0.14421181,0.05214574,0.04655498,-0.18647915,0.19703892,-0.110877685,0.04687331,-0.01239988,0.15848352,0.18005793,0.2655257,-0.2506069,-0.12883152,0.07232236,-0.099087246,0.13976246,0.3125526,0.3024172,-0.24217154,0.06553466,0.17011979,-0.35675293,-0.102201596,0.2168478,-0.10258374,0.057110198,0.28399646,0.1388229,0.1966604,0.26351154,-0.47800508,-0.0060935537,0.0093592135,0.046755143,-0.13153009,0.2850516,0.17585783,0.032672066,0.3780631,0.06366505,0.109485805,-0.03438673,0.11456558,0.03226628,0.18176472,-0.36145926,-0.1466911,0.07164419,0.33795118,-0.027723972,-0.0053155464,0.23381613,0.0764513,-0.03220291,-0.064179786,0.0040033334,0.088880494,-0.23957162,0.047602877,-0.17865099,-0.11217478,0.052719288
MCZB015-13,-0.06348798,0.057933565,0.09259096,0.012610788,0.021044588,-0.07583711,0.10615218,-0.017589932,0.04647227,0.0052262563,0.08383318,0.12358184,0.138539,-0.1453121,-0.07323172,0.04081362,-0.038812783,0.096705146,0.21347593,0.20019929,-0.13504179,0.052130926,0.12660687,-0.20679232,-0.09449068,0.15654112,-0.06016189,0.036933552,0.18159667,0.058134876,0.1321079,0.14410605,-0.31909028,-0.02494359,-0.014290055,0.018634927,-0.054689597,0.1966234,0.13325964,0.0066087097,0.25044766,0.026677163,0.05207722,0.0107897,0.041223012,-0.00087908393,0.10479188,-0.2428342,-0.106109425,0.031772435,0.17333883,-0.011812683,-0.018045867,0.1250682,0.030418405,-0.0379347,-0.012853608,-0.01821927,0.05460121,-0.15279865,0.035412997,-0.0925061,-0.059547972,0.07470149
BHO1102-19,-0.23295552,0.08412611,0.061355848,-0.007879506,0.013285293,-0.0525587,0.17408353,-0.05486114,0.03981283,0.045266423,0.109799094,0.18387519,0.13534911,-0.23439203,-0.02178264,0.04988586,-0.061197318,0.1825271,0.4676931,0.31201783,-0.21887033,-0.035910174,0.24189149,-0.21356171,-0.114028044,0.4193704,-0.13195053,-0.14247899,0.37985608,0.16769703,0.116061114,0.16578853,-0.43533093,-0.07080595,-0.1083071,0.11340014,-0.06694941,0.4033612,0.26356158,0.033201687,0.40754658,0.19112352,0.07448422,-0.10942591,0.059337094,-0.05335661,0.08552474,-0.47298458,-0.23219295,0.059567053,0.47838572,-0.114361994,0.10299456,0.21956946,0.05246234,0.12618983,-0.06692855,-0.18111245,0.13960753,-0.37018186,0.15696134,-0.17015901,-0.19552508,0.13956615
ESZB021-17,-0.012440288,-0.0071244687,-0.009048067,-0.002000399,-0.003997719,0.0036701187,0.011836374,-0.006030556,-0.014980186,-0.009986822,0.005339276,0.01066754,-0.012626935,0.006194288,-0.006997375,1.6242266e-06,-0.0017078258,0.01154224,-0.00036167912,-0.008343767,-0.0010165907,-0.012108639,-0.0018928051,-0.0003874395,-0.00018069893,-0.00930712,0.008487079,0.006946832,-0.006124612,0.009646362,-0.009285631,-0.01071777,0.0014950838,-0.008115705,-0.004834693,0.0121508185,0.0037041642,0.012966558,-0.013320686,-0.00120553,0.014616245,-0.0051385593,0.009816093,-0.007549895,0.0010738801,0.004095074,0.01183407,0.012831036,-0.008372305,0.01052372,0.008410823,-0.013887085,-0.014762303,0.004030494,-0.0052807033,-0.0050924793,0.00014436431,0.013752228,0.011986699,0.005799547,0.0017679762,-0.010243177,0.0013474114,0.0072715636
ESAE011-23,0.008456515,0.0077134855,0.015162827,0.0070591588,0.0144445,0.012356967,0.012985723,0.0013529658,0.0066223685,0.005584387,0.000941718,-0.004403066,-0.012799695,0.014138607,-0.00071070716,0.008893419,-0.000825895,-0.01393326,0.009429984,0.008713931,0.0124929175,-0.005446654,0.0031481385,0.005874388,0.007831005,-0.013052335,-0.0074234847,0.011760807,-0.0152228065,-0.0047201663,0.013785452,0.013221594,0.012616757,-0.000725355,0.004214065,-0.007677568,-0.015218923,-0.00780656,-0.0066845585,0.013636611,0.0040102247,0.006339032,-0.011765739,-0.011524729,0.012990274,-0.011076709,-0.004577929,0.002947189,-0.008446515,-0.01025526,-0.010038026,-0.006934572,-0.0029444117,-0.00015964173,0.007788852,0.0049439687,0.011981742,-0.0023188516,0.0058441553,-0.008077996,-0.00097017735,0.00038419105,0.011082169,0.0015039798
MCBM016-23,-0.0743193,0.07589368,0.077885,0.027463358,0.027059695,-0.09924068,0.09286078,-0.024147583,0.024987388,-0.01677836,0.096028425,0.107192464,0.16686575,-0.14136092,-0.08146945,0.00045847968,-0.05068866,0.09807755,0.21506684,0.189377,-0.13867152,0.05277587,0.12025722,-0.22491312,-0.07275369,0.1674529,-0.055338897,0.027116593,0.17168327,0.06641973,0.11433624,0.17035872,-0.30160075,-0.046956837,-0.03869942,0.019252308,-0.06660633,0.17694886,0.16633005,0.024555339,0.22660892,0.05290879,0.04028891,-0.0036552346,0.010666012,-0.017623551,0.09219179,-0.25503334,-0.10199582,0.059807844,0.1749454,0.010832698,0.016579071,0.12816583,0.029217012,-0.012635625,-0.0051574074,-0.019163402,0.06629937,-0.17964268,0.06264882,-0.07285418,-0.06952968,0.06588006
LCZ0001-19,-0.060113866,0.06509044,0.045727305,0.048264932,-0.016274448,-0.077720486,0.09067637,-0.004062431,0.03507468,-0.030795299,0.0786357,0.08794067,0.11375465,-0.08521415,-0.07190033,-0.004472884,-0.01636674,0.07599609,0.14573689,0.10681107,-0.08100806,0.027917957,0.09186985,-0.17057005,-0.037859146,0.11515266,-0.07359229,0.030662965,0.124096245,0.038519673,0.10317622,0.10178161,-0.20867631,-0.028415987,0.0063144746,0.0019234414,-0.03230672,0.11485895,0.10260457,0.016685536,0.16838816,0.033387076,0.025344824,-0.005996912,0.038308095,0.0077947485,0.035084654,-0.17047048,-0.065233074,0.032055072,0.111943245,0.020600194,0.0030178223,0.07837428,0.031501904,-0.008808344,0.008984694,-0.029831639,0.04253288,-0.13362566,0.04463126,-0.06791972,-0.062008876,0.034069754
MCTC001-15,0.0021649823,-0.014520463,-0.0051208455,0.006340051,-0.0006921571,-0.0044175927,-0.011114284,-0.009694833,0.01486041,-0.009716861,0.0061723795,0.00015699305,-0.013860026,0.009068219,0.0032894947,0.009436581,-0.01243761,0.010701669,0.0011559483,-0.003162222,0.0031033885,-0.006707415,0.011185242,0.00015067682,-0.0148050245,-0.010193324,0.0001980327,0.0037728809,-0.0063057765,0.008333519,-0.004407309,-0.0006668661,-0.0014099274,0.014065271,0.008960975,-0.0027714781,0.003164852,0.003875833,-0.011703271,-0.009478079,-0.00419024,0.00884787,0.00548218,-0.004270548,0.00023779832,-0.0022968743,0.0024240147,0.0071641933,-0.012868607,-0.012844903,-0.0012479909,-0.0025479328,-0.0047049075,-0.0016062073,-0.01175203,-0.0056273732,-0.015062571,-0.013918383,-0.0057058614,-0.0041725338,0.013880659,-0.0053420123,0.01362415,-0.0077482313
NHZ3024-15,-0.0739246,0.10861791,0.10390166,0.09775409,0.02993921,-0.10235426,0.21627912,-0.013973232,0.080460265,-0.021939995,0.12598674,0.22109015,0.22642663,-0.25437504,-0.15067415,0.10046201,-0.09608523,0.15406819,0.2960294,0.2707624,-0.25731504,0.08570549,0.23973235,-0.3923614,-0.117732994,0.2150216,-0.105718985,0.08459158,0.20503888,0.09500057,0.20451961,0.22819,-0.44339222,-0.06037206,-0.0122413635,0.024558876,-0.051575035,0.2598537,0.23663515,0.015257595,0.3802483,0.028773151,0.081401,0.014789978,0.08416302,0.023922656,0.110886075,-0.3280851,-0.21624786,0.07105121,0.302384,0.016661648,-0.05345029,0.219325,0.04789017,-0.047158353,-0.016978137,0.0072399043,0.09358276,-0.2708945,-0.0014779924,-0.14211462,-0.15394008,0.06610596
NHZ3083-15,-0.10450318,0.09156312,0.13166325,0.041502915,0.039052185,-0.14290737,0.19831617,-0.073027246,0.03659816,-0.005258576,0.12746419,0.19273525,0.24810475,-0.23466219,-0.12599862,0.04129727,-0.07224235,0.14043051,0.30292287,0.30190057,-0.24209504,0.07726111,0.15893129,-0.36623755,-0.10446646,0.2306353,-0.09232162,0.0441636,0.29346815,0.15058199,0.1736826,0.2583319,-0.49208668,-0.020491077,-0.016552946,0.058621142,-0.123856805,0.30021027,0.18168712,0.029149007,0.37252495,0.037878435,0.14112175,-0.017574945,0.08551267,0.009784091,0.15586276,-0.3774115,-0.17269029,0.096294,0.3249445,-0.03955714,0.007693791,0.23785792,0.041501276,-0.0504481,-0.04804105,-0.0050633983,0.09414085,-0.25250748,0.06342684,-0.17101362,-0.122141875,0.057479575
NHZ3026-15,-0.13858944,0.051196855,0.17651178,0.15627192,-0.02576383,-0.1993796,0.26448625,-0.02054776,0.06574739,-0.12737688,0.11882219,0.14266562,0.23345503,-0.19644694,-0.09713903,0.017087374,-0.030357907,0.21689786,0.21958144,0.30767033,-0.17080049,0.0072557027,0.15832308,-0.30858302,-0.14987926,0.18332493,-0.06980218,-0.015169052,0.10963624,0.08637812,0.2061077,0.28576326,-0.4365561,-0.123959884,-0.046844956,0.072916724,-0.11402865,0.33275846,0.13921414,0.069586374,0.24676284,0.038627792,0.07571614,-0.062477965,0.032720607,-0.041428324,0.047307942,-0.27764824,-0.234858,0.16176191,0.21885116,-0.012320277,-0.043773208,0.23448794,0.06008599,-0.0511408,-0.010818287,-0.029151008,0.091651246,-0.19832847,0.013633468,-0.07622955,-0.13203654,0.028413925
MCBM017-23,0.045479827,0.74822927,0.3778209,-0.42047355,-0.10967634,-0.3029016,-0.23221704,0.6044422,-0.08562247,-0.1542959,0.12181479,0.6769801,0.62938386,-0.53984076,-0.17721778,0.04972996,0.05082787,0.38798243,0.4740377,0.8621981,-0.1383782,-0.47185025,0.7125433,-0.9179656,-0.47261557,0.34181392,-0.16735855,0.29424,1.0325097,-0.06969852,0.21429631,0.8575969,-0.7779993,0.037816092,0.2608572,0.025757449,0.047526196,0.943948,0.2056559,0.44612342,0.8202644,0.0016129288,0.2024429,0.6934817,0.55941176,0.46404904,0.12468416,-0.9762905,-0.33078513,0.034719046,0.28577158,0.32310814,0.010797148,0.6951013,0.16003163,-0.036785074,-0.084263526,0.23325133,0.49289462,-0.8452984,-0.009099466,-0.20048358,0.048959218,0.21557076
MCTC014-13,-0.16496244,0.07365759,0.09316019,0.0010161189,-0.01566127,-0.12241554,0.22116417,0.027875831,-0.026430586,0.047877587,0.09516329,0.16719897,0.14304276,-0.18360916,-0.06756927,0.06416461,-0.12821433,0.11739274,0.33031914,0.2630212,-0.20529835,0.07799976,0.23918565,-0.2636338,-0.15714747,0.28516427,-0.15563685,0.011591652,0.2831535,0.1291359,0.17006195,0.22244428,-0.45299125,-0.108206004,-0.12372517,0.0756486,-0.12450341,0.25086504,0.17092347,0.08100169,0.34488052,0.08926675,0.11638366,-0.08953133,0.0015422995,-0.055860724,0.09276977,-0.45059267,-0.15047455,0.022517841,0.27436125,-0.043531273,0.012564046,0.21386735,0.043274894,0.012687121,-0.010499206,-0.07886278,0.072619356,-0.27922052,0.12802757,-0.19738646,-0.08520604,0.08730664
ESZI045-17,0.04771261,0.27190974,0.32446477,0.116558254,0.071108185,-0.3991819,-0.09123168,0.11851994,-0.047401994,-0.03981934,0.16879594,-0.032404806,0.50053823,-0.3225286,-0.36445647,-0.10501827,-0.40559646,0.48557302,0.79831,0.54483813,-0.49556664,-0.3814073,0.4737471,-0.6057667,-0.013182503,0.41018495,0.15128846,-0.117667794,0.6472091,0.31268975,0.11872801,0.6333812,-0.9911946,-0.05813208,-0.0021193395,-0.15630808,-0.22245814,0.2855465,0.374552,0.08022715,0.43438855,0.38702932,-0.2813578,-0.17232239,0.049662706,0.3974269,0.17107604,-0.42405963,-0.2595734,0.009606082,0.13669325,0.033206627,0.3789194,0.0019066734,0.5835815,-0.02639558,-0.32000542,-0.012284873,0.4257566,-0.63535404,0.34197038,-0.2653645,-0.12288463,-0.035933618
