DISCIPLINA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ESZE097-17,-0.04837417,0.049440507,0.08720971,0.0242551,0.011238175,-0.08918556,0.06257415,-0.031213647,0.06475976,0.015692053,0.08551576,0.07192539,0.12150321,-0.15015069,-0.048422378,0.028085278,-0.05700409,0.075381495,0.14922424,0.1741183,-0.109088644,0.06163798,0.09618336,-0.16579576,-0.07576701,0.1616117,-0.057584792,0.05012779,0.120153874,0.054328542,0.08323772,0.0973073,-0.26300877,-0.0046368935,0.01672478,-0.0028612835,-0.054372825,0.1712595,0.12548934,-0.00459968,0.16026077,0.03813824,0.05510135,-0.0013140287,0.0017918748,-0.022524195,0.10860672,-0.18717554,-0.08142667,0.0041839266,0.19654182,-0.050794005,0.02274284,0.1232359,-0.024859475,-0.0026943672,-0.024713062,-0.016381713,0.012742899,-0.06625547,0.036405448,-0.06383871,-0.060208455,0.06513833
MCTA004-17,-0.043322742,0.16910505,-0.03995659,0.10801887,-0.019607134,-0.13209894,0.62765396,-0.21454838,0.17380583,0.0258408,0.05796832,0.25521746,0.34154233,-0.52991134,-0.11702107,-0.3041391,-0.48141474,0.3993147,0.6227106,0.650499,-0.5169838,-0.031916015,0.1061649,-0.18623261,-0.28910097,0.3970332,-0.10740984,0.34396988,0.61908466,-0.08141769,0.5564096,0.47822857,-0.5379862,-0.33263057,-0.082151435,-0.00014484406,-0.47425693,0.5321602,0.34026584,0.12563592,0.67850363,-0.022379339,0.08164216,-0.10075344,0.1266844,0.028599704,0.2146374,-0.4222662,-0.24725594,0.2180082,-0.0008151928,0.09868025,0.25340134,0.41981032,-0.30861953,-0.16284543,0.30760062,-0.09018212,0.47204795,-0.5330381,0.16088742,-0.09918623,-0.13775514,0.014205049
MCZA003-17,-0.08650538,0.12718773,0.10983977,0.067612246,-0.0017637546,-0.15760139,0.33264568,-0.10548607,0.11876223,0.02685267,0.11831369,0.21934722,0.28266355,-0.33424774,-0.14639822,-0.032587945,-0.21629387,0.21326578,0.42874694,0.42341343,-0.29561043,0.06708062,0.17761853,-0.34237966,-0.22101653,0.30650172,-0.07737537,0.14345168,0.4276173,0.04191667,0.2736212,0.34341633,-0.5382283,-0.12591776,-0.010124821,-0.0043487395,-0.21176036,0.36653987,0.255997,0.05810434,0.45664868,0.06199261,0.05588759,0.007402643,0.08603403,0.04872044,0.2262516,-0.38671434,-0.21469542,0.1418441,0.24824229,0.03086345,0.0713053,0.2696404,-0.02797451,-0.09493971,0.08182881,-0.013722465,0.18491592,-0.35479107,0.0952708,-0.14612725,-0.07731706,0.029622896
ESHT001-17,-0.1804823,0.2813751,0.421238,0.36865583,-0.42509896,-0.27537808,0.5819347,0.41765338,-0.13828273,-0.27951849,0.4956668,0.21450678,0.2523193,-0.07592294,-0.22759913,-0.11248537,-0.063233845,0.30293974,0.16171153,-0.008339749,-0.054445636,0.2877343,0.4716663,-0.454716,0.109335326,0.12077279,-0.15508065,0.35257617,0.035340127,0.09727374,0.18333784,0.32533965,-0.32638255,-0.34700975,-0.071934536,0.07291354,0.059348643,0.23487082,0.31096587,-0.1913978,0.2633291,0.19493216,-0.12396331,-0.19592689,0.10040536,-0.011995778,-0.2414159,-0.20042819,-0.19540732,0.36017466,0.1712754,0.15861456,-0.13929182,0.3380382,0.2979969,-0.06883585,0.1562775,-0.26771805,0.04455523,-0.30483052,0.19122134,-0.20129436,-0.21193758,-0.17395386
NHZ2092-16,-0.011662066,-0.0038438085,0.005959166,-0.008324742,-0.0129024405,0.0053813625,-0.0018278062,-0.0109297745,-0.009357881,0.0021044817,0.0046567824,0.004797848,0.004074024,-0.013394041,-0.0018147081,-0.00077129714,-9.828061e-05,0.0014409311,0.015549716,-0.0100886505,0.0037345532,-0.007222727,0.008438015,0.009149712,-0.00029678643,0.012504714,-0.010691008,-0.0025781095,0.009686351,0.007924836,0.01206973,-0.007194128,0.010279557,-0.008147739,-0.011630977,0.006382322,0.012316316,0.0030777939,-0.013067834,-0.0071017426,-0.0052937753,-0.0057791118,0.0013503935,-0.012510506,0.00024470314,0.0004692506,-0.00528617,0.0096867755,0.009625779,0.0026405528,-4.7063455e-05,0.006816378,-0.0065661557,-0.0066406596,0.0040115565,0.00445877,0.01367357,0.010547265,-0.009747963,0.013681453,0.010377748,0.007975038,0.0066102594,0.0006780159
NHLF001-22,-0.011497406,-0.008080125,0.0034406371,0.0032124873,0.008984145,-0.015209759,-0.0144637,0.008770091,0.005485831,-0.004879046,0.014818303,-0.009797743,-0.0011318568,-0.009807473,0.005201297,0.013564099,-0.00047598407,0.009741243,-0.0042585097,0.0056042746,-0.0037553497,0.011489917,0.014889747,-0.00028626807,-0.00838735,0.0045043956,-0.015532447,-0.0022841282,-0.010420645,-0.006230857,0.004210731,-0.0013986006,0.0026719011,0.003170507,0.00020925328,0.0076553263,0.013603782,-0.012541145,-8.9207664e-05,-0.0017194897,-0.012233585,0.007194426,-0.00045024604,0.001351675,0.009459998,0.0139143225,-0.0077059977,-0.012911588,-0.0133167785,-0.008746123,-0.0006606374,-0.013131512,-0.0038183928,-0.00089521706,0.0128379185,-0.0073253457,0.013628313,0.014615146,0.002038706,-0.014867514,0.0068836194,-0.014370222,0.005048925,0.004230583
ESZP011-13,-0.003344018,-0.01330637,0.010712879,-0.0040970296,-0.012802286,0.014819296,-0.0033069644,0.011863172,0.012274696,0.014501223,-0.013480963,-0.009315295,0.00038127787,0.0058473665,0.013665821,0.0065037776,0.008795856,-0.0041665565,0.0048311204,0.0053561907,-0.012726005,0.0032371897,0.015148127,-0.013127176,-0.0027728062,0.013825871,-0.0089250095,-0.008654529,0.0014078673,0.01124472,-0.009083962,0.0012006611,-0.012001513,-0.007006947,0.013390234,-0.0143510625,-0.00033120438,0.015177123,-0.009066746,-0.0045145787,-0.006747661,0.0072723497,-0.008879,-0.0030220784,-0.014447948,0.0054704063,-0.006354507,-0.0010780543,-0.012599977,-0.008485973,-0.0027603265,-0.009145889,-0.013626179,-0.0109265875,-0.004409235,-0.005582547,0.015032368,0.0147103,-0.0005995687,-0.0009048972,-0.014317812,0.015524961,-0.010689661,-0.0062188487
ESZR023-21,-0.082988665,0.07979311,0.09514031,0.07289405,-0.012941492,-0.0862937,0.12507576,-0.010931105,0.021150688,0.0025375618,0.11227797,0.095780544,0.14018533,-0.13674752,-0.08544157,0.00757753,-0.048124216,0.08343067,0.18003923,0.18811275,-0.145406,0.07797865,0.13089438,-0.24204709,-0.05669146,0.17863928,-0.078779496,0.01092101,0.15296064,0.056317206,0.121769994,0.1465477,-0.30971062,-0.04971378,-0.023460876,0.025038764,-0.056366615,0.2060098,0.15069473,0.040811498,0.2628476,0.048374124,0.051324934,0.019550443,0.02843715,-0.009152811,0.065755434,-0.22791341,-0.116584405,0.04075456,0.1819405,0.0003310671,0.016747229,0.14786805,0.023341168,-0.038878452,0.004721522,-0.023119833,0.08702832,-0.18959142,0.042342335,-0.08088678,-0.09129765,0.07422646
LHZ0004-19,0.0014447533,-0.00076503307,0.010602899,-0.010412114,-0.00066232495,0.0045305155,0.010342283,0.013690686,-0.011344783,0.010768697,-0.013814174,0.0034504738,-0.0017491691,0.0011853315,0.0075311866,-0.01502201,0.012890423,-0.003761433,-0.003400933,-0.004376283,0.0014784727,0.0064661857,-0.0037595648,-0.011736833,-0.0090307165,0.0028975848,-0.0076042525,-0.01186654,0.011153471,0.0128884725,0.00071047246,0.015296545,0.00963895,0.0041788183,0.00012127496,0.004798129,0.007835222,-0.010409685,-0.0064304937,-0.0017274413,-0.000779273,0.009431118,-0.0029589422,0.010031106,0.004624268,-0.012577916,-0.0030275024,0.0056696087,-0.001636127,-0.015377652,-0.0074849892,0.0068345573,-0.014551373,0.0046636835,0.009559145,-0.0030532517,0.0016088914,-0.01481325,0.012271296,0.0009549502,0.005583016,0.012973972,0.0018140245,-0.002073435
NHZ1074-15,-0.022693403,0.01922763,0.03885993,0.029956378,0.027485715,-0.03688373,0.06503983,-0.0138538405,0.027940312,0.01539549,0.034964085,0.06032385,0.09589347,-0.091439486,-0.043888733,0.022163281,-0.020107951,0.051277034,0.11442898,0.11065238,-0.08294423,0.017700724,0.076486096,-0.13055705,-0.034152664,0.08382688,-0.01690243,0.01834923,0.08594553,0.027655121,0.07823187,0.090455584,-0.16798832,-0.0041812374,-0.0072183693,-0.005251928,-0.050124828,0.08619663,0.07409834,0.021990038,0.120382205,0.028767152,0.039827105,0.0002784937,0.012179312,-0.011080924,0.04497389,-0.12734886,-0.06395754,0.022154318,0.09035419,-0.017606575,0.0046488964,0.083882175,0.02146869,-0.01787584,-0.0098524755,-0.014576057,0.03754663,-0.09855788,0.023799723,-0.055810068,-0.032342315,0.036120664
MCZC010-15,0.013563894,0.010222234,-0.001468597,-0.012426216,-0.005976096,0.013836274,0.012969445,0.001836393,0.011414008,-0.013361096,0.0030997992,-0.0028750896,-0.006625902,-0.012973592,0.013422502,-0.0052636787,-0.0066284854,-0.005316891,-0.009814691,0.011154763,0.011220863,0.0076887477,-0.014898902,-0.00310505,-0.014840616,0.01051723,0.014489625,-0.014217075,-0.0062382948,-0.0010907147,0.0033040624,0.012992276,-0.0060759,0.00930229,0.0043318737,0.0072670802,0.009907618,-0.008520123,-0.01033584,0.0007035397,0.0063456986,-0.00309523,0.0036204495,-0.014824042,0.01363169,0.0091196615,-0.009659257,-0.010678766,0.009724449,-0.01162469,0.003730053,-0.003338134,0.010781921,0.010798173,-0.0028878227,0.012908196,0.00013523176,0.0044095833,-0.0101911165,0.0007062778,0.0033113807,0.010147328,-0.01178864,-0.008654369
BHS0004-17,-0.13539924,0.11912352,0.12974015,0.086500145,0.008209187,-0.13135463,0.18863644,0.021455387,0.08187937,0.011206364,0.11704151,0.16136241,0.26411584,-0.21121575,-0.1104503,-0.015802385,-0.052276492,0.11684491,0.24978654,0.20443642,-0.18339771,0.06764082,0.2100411,-0.31313366,-0.11669926,0.22169238,-0.07975065,0.03414877,0.20959045,0.05857992,0.16003162,0.23290542,-0.38156745,-0.07232757,0.02073647,9.147974e-05,-0.08026019,0.20468806,0.23860542,0.03378062,0.32987782,0.06574627,0.07680924,-0.035800785,0.056748286,0.017258028,0.073976606,-0.30270305,-0.17613922,0.101889715,0.27048096,0.013727287,0.018072687,0.23061514,0.019786501,-0.04438206,0.031789955,-0.03760722,0.099081166,-0.27648935,0.06729545,-0.10996575,-0.06923782,0.07068482
ESZP035-14,0.007906251,0.01353796,-0.008649988,-0.0031313617,-0.0017463434,-0.0066633075,-0.012929289,0.0020901356,0.008966042,0.013742978,0.01291484,0.011913801,-0.012131371,0.01516171,0.008721111,0.003969604,0.009820964,0.00895066,-0.0118065495,0.011362601,-0.004066875,-0.004779665,0.0076267906,-0.0025723688,-0.0076686144,-0.004080629,0.0028300397,-0.012031214,0.006157737,-0.009643011,0.009121953,-0.0031723343,-0.006737441,-0.008952681,0.004557496,-0.015553502,-0.014602115,0.010689279,-0.012470849,-0.014480496,0.0001665242,0.006626794,0.0030008703,0.014199989,-0.00586061,0.010868112,0.0054886565,0.0124343075,-0.013106465,0.010342484,0.008635063,0.0030448139,0.008183718,0.014569137,-0.006445691,0.0124917235,-0.004907893,-0.006549852,0.0046684965,-0.012193203,-0.01447146,-0.0025922637,-0.0021161344,-0.004567882
ESHR018-21,0.004569242,0.0056819525,0.013592899,0.0015451238,0.014950704,0.009599643,-0.007447237,-0.011312421,0.006032856,0.001644738,-0.0034849457,-0.013818191,-0.0030257478,0.00800601,0.013548497,0.013755735,0.005600039,0.0012400318,-0.0073386803,-0.0051642563,-0.0010597408,0.009989718,0.001201503,0.0114916265,-0.015289092,0.003970545,-0.003927689,-0.00066927075,0.008424675,-0.0055849347,-0.01294893,-0.0040633455,-0.012477271,0.004514506,0.007921137,0.0016049407,-0.014618101,0.006360866,0.005473664,0.015228437,-0.013016066,0.0010282416,-0.009698963,-0.007671442,-0.012760637,-0.0075638145,0.013026422,-0.0038249772,0.011352802,-0.014178401,-0.0016601272,0.0071497876,0.006151827,0.009479789,-0.0026543029,-0.0112302415,0.0006831754,-0.013604159,-0.0021160021,-0.0128931925,0.0071490724,-0.0031758472,0.013982551,-0.00076589733
ESZE010-17,-0.05672632,0.040855527,0.08569285,0.02334445,0.035828087,-0.12088592,0.06994649,-0.041549176,0.08479641,0.01054366,0.12685533,0.09750616,0.15680729,-0.17489403,-0.080787376,0.014548953,-0.028685482,0.0903213,0.18400168,0.19868736,-0.107088976,0.073038444,0.09521039,-0.21579084,-0.08733905,0.18560326,-0.050484516,0.03463235,0.13737303,0.07565,0.115212224,0.12102912,-0.29877776,0.013890902,0.01214645,-0.0016159035,-0.088960044,0.20613798,0.1509433,0.008136331,0.21430475,0.031238774,0.057785463,0.029143622,-0.023295335,-0.026755253,0.12983093,-0.22388184,-0.09864609,-0.0039220876,0.22805928,-0.0691831,0.032986812,0.15935192,-0.034535933,-0.022805633,-0.025523622,-0.034060977,0.037867546,-0.12284381,0.029080063,-0.06259142,-0.051252577,0.067548096
ESTA011-17,-0.20291336,0.050985046,-0.1481624,0.24625114,-0.49798158,-0.2941774,0.124190725,-0.050534595,0.22835517,0.07466405,0.2827576,0.51984274,0.65256923,-0.37485924,0.13507333,0.25995958,0.10937272,0.2559591,0.5970745,0.5950166,-0.36522025,-0.16070801,-0.06722847,-0.5604165,-0.43034032,0.55811405,0.03359091,-0.22037609,0.3235568,0.12767892,0.5453836,0.45570317,-0.911615,0.0067045954,0.013941121,0.012192507,-0.21415776,0.71946305,0.5906585,0.09400873,0.4451254,0.14835224,0.08592303,-0.38553,-0.022227498,-0.001391683,-0.08598385,-0.2654189,-0.079165325,0.39784062,0.29158235,0.06630537,0.16710891,0.7704312,0.29775313,0.07363039,-0.011477027,0.1628711,-0.22023356,-0.73931897,0.46636087,-0.20293716,0.25036412,0.61503613
ESZG028-17,-0.084917314,0.08813109,0.1092353,0.08215751,0.001743594,-0.12937376,0.14442071,-0.047192965,0.069638245,0.005181071,0.12127549,0.13889462,0.22197144,-0.21478517,-0.090321474,0.018495556,-0.08622258,0.14070565,0.28234476,0.23331642,-0.18821676,0.033503696,0.17326033,-0.32576555,-0.1009667,0.2081352,-0.10433994,0.04057067,0.2124288,0.052793458,0.1528926,0.21719861,-0.4093349,-0.05589259,-0.028004078,0.027062008,-0.08476507,0.23716499,0.18035437,0.025472412,0.35371602,0.025004588,0.10760746,-0.0070938463,0.049381495,-0.0012404931,0.10348194,-0.29214162,-0.15771526,0.05594241,0.29052383,-0.0022041625,0.034463022,0.15860772,0.029064506,-0.034530524,-0.010394297,-0.007913192,0.07652584,-0.22885789,0.05459617,-0.11148087,-0.09183633,0.080196336
ESAU012-23,0.010312803,0.011390446,0.0021114834,-0.0020963252,0.009596001,-0.0032209437,-0.012325183,-0.00015502423,0.00539615,-0.0065386314,0.003342919,-0.0001750458,-0.009417934,0.004468359,-0.014318895,0.014106384,0.003886437,-0.0050198734,-0.0035120044,0.0067139585,0.0044802465,-0.0144908335,-0.007500073,0.0025274865,-0.009892711,0.0031046607,-0.0025656633,-0.0064549297,0.0041843466,0.013769928,0.014288213,0.012363298,0.008976925,0.0055965353,-0.010243705,-0.0024047159,-0.007832076,-0.0097073,-0.0009884853,0.006055724,-0.0111635495,0.006390255,0.013151165,-0.0027851127,0.01326737,-0.0029210579,0.011032391,0.015582675,0.0076166745,0.004586635,0.0041460786,-0.005383568,-0.0031165723,-0.0065997336,-0.0037485734,0.0037288796,0.002756646,0.010188231,0.002404606,0.012414347,-0.0011194125,0.0035127122,3.0409545e-05,0.012543334
MCZA004-13,-0.0042132144,-0.0044552055,0.017162533,0.012868632,0.012072204,-0.0130859,0.01520306,0.009388923,0.013640866,-0.009907743,0.015785782,0.014731085,0.046654835,-0.018765723,-0.010472497,0.008536038,-0.017086595,0.029956924,0.04686874,0.028199274,-0.0271527,0.019729314,0.008063598,-0.03700441,-0.002129612,0.029453998,-0.013811921,0.012958916,0.038141,-0.00042195467,0.027763428,0.023163827,-0.06050847,-0.0006885989,0.012239479,-0.006346914,-0.016155634,0.020929513,0.026584543,-0.005789206,0.04235551,-0.0069074966,-0.0017611824,0.009837158,0.01332783,-0.004280963,0.013971786,-0.031900592,-0.030813895,0.0007375079,0.040403098,-0.008166442,-0.011301173,0.040299203,-0.00038218836,-0.0033895853,-0.013145867,-0.0052538,0.0012808929,-0.02994722,-0.002948855,-0.008094629,-0.014278328,0.00096500566
ESTU025-17,-0.21144447,0.20447463,0.347873,0.24260938,-0.18382737,-0.1939481,0.33212405,0.182678,0.01986504,-0.11490651,0.28855538,0.18669811,0.31737295,-0.21309985,-0.2354325,-0.096464895,-0.07157053,0.19758284,0.33301643,0.26381272,-0.15028898,0.15706953,0.38074514,-0.4772127,0.0075925007,0.27220634,-0.15596952,0.19935052,0.21906446,0.12539873,0.20365642,0.28340968,-0.47563797,-0.20105976,0.011453053,-0.0021531912,-0.07811915,0.2681424,0.2461811,-0.06455901,0.34644306,0.08905451,0.03362458,-0.059433166,0.074668765,0.0071867886,-0.041300658,-0.32405177,-0.30869114,0.25146762,0.3220293,0.11524532,-0.064953685,0.2697602,0.12600902,-0.0472885,0.010846082,-0.16679156,0.14979418,-0.29846907,0.13641192,-0.21489389,-0.14875594,-0.050031208
ESHP031-22,-0.111183114,0.07318501,0.1939297,0.07128583,-0.05156645,-0.18702817,0.18670896,0.011868362,0.035247795,-0.12310706,0.1932803,0.17168362,0.25797486,-0.13451189,-0.17247601,-0.02592526,-0.12864247,0.13035075,0.3489755,0.31368464,-0.2474677,0.10297075,0.23137623,-0.3214742,-0.043338977,0.20857213,-0.1435982,0.11236062,0.2787184,0.16111761,0.2114972,0.19138215,-0.41554186,-0.1114898,-0.07595299,0.10198753,-0.17078449,0.23871337,0.22805098,0.04604662,0.38529068,0.07170855,0.10753783,0.007431715,0.105011016,-0.047636133,0.08295001,-0.3393313,-0.17761678,0.10888981,0.2710001,0.07244122,0.038130846,0.2003937,0.019235786,-0.044311516,-0.02979884,-0.10749579,0.10825707,-0.3459178,0.16726443,-0.13990456,-0.13053407,0.009570365
NHT4072-15,-0.17821023,0.10982187,0.37878165,0.03378541,-0.1855372,-0.012556135,0.19495913,0.28935236,-0.061059244,0.018411888,0.2645596,0.12003128,0.20644678,-0.28260615,-0.044659864,0.08159173,-0.01383139,0.3370104,0.4640807,0.4142673,-0.21690702,-0.07536851,0.42833042,-0.5924397,-0.119752534,0.31766552,-0.018543722,-0.054100465,0.33332092,0.25563806,0.124962054,0.44138083,-0.63623536,-0.008186143,-0.16380396,0.20977479,-0.01687584,0.2500162,0.3545157,-0.135455,0.62149614,0.23031573,0.053880017,0.050811164,0.07879859,-0.12908812,0.111057214,-0.6041468,-0.27507684,0.050747085,0.47351858,0.14765696,-0.042398192,0.20942685,-0.08620074,-0.049787972,0.06849638,0.025156017,0.23827277,-0.5047367,0.16246742,-0.026647614,-0.057505365,0.1687278
ESZS004-17,-0.06750807,0.09584806,0.09990953,0.04173546,-0.0037855143,-0.09580344,0.11003591,-0.0073186816,0.033966426,-0.014910212,0.09348005,0.12604946,0.15815802,-0.14434163,-0.08444149,0.014818144,-0.05918309,0.11238542,0.18574297,0.1529298,-0.12890668,0.03825989,0.10641857,-0.2170843,-0.044132955,0.1436455,-0.08119373,0.039921578,0.14798187,0.07989071,0.09564875,0.12601565,-0.26788154,-0.048995454,-0.010678826,0.007679059,-0.069904104,0.19110085,0.13956706,0.011067575,0.19460346,0.024085866,0.031316858,-0.02210431,0.033601597,-0.024507316,0.062568724,-0.204762,-0.11701416,0.029253887,0.17072709,0.0052953977,0.0067397896,0.1275561,0.034848575,-0.038731914,0.0104471175,-0.018585596,0.06395527,-0.1687824,0.04232557,-0.08344472,-0.067008056,0.04409432
MCZA005-17,-0.026039267,0.028845502,0.0352583,0.02020412,0.027520755,-0.036087982,0.04803563,-0.03407631,0.03320531,0.00020148282,0.021210775,0.039767087,0.0903591,-0.067130506,-0.0489872,0.01935046,-0.025321975,0.04969627,0.10781855,0.08907972,-0.066367626,0.014251739,0.049526375,-0.08668932,-0.05193268,0.064106144,-0.024147138,0.010980129,0.09937881,0.044686556,0.0780156,0.06452709,-0.13961089,0.007326134,-0.0011910306,-0.004338184,-0.046320908,0.08806844,0.06310511,0.018568799,0.12884009,-0.007564935,0.05082586,0.024700232,-0.0024908953,-0.0058567384,0.06420328,-0.099227324,-0.060197026,0.0020686616,0.093836814,0.013637767,0.021143261,0.072104886,0.01622638,-0.012334426,0.012632874,0.019091116,0.03903534,-0.095856056,0.03469937,-0.024828194,-0.03192142,0.023496108
BCS0001-15,-0.1506775,0.23914447,0.15691158,-0.014359169,0.026702397,-0.15493405,0.33647522,-0.088660195,0.13309225,-0.30103275,0.1433731,0.16435564,0.454847,-0.2360835,-0.2043331,0.12579592,-0.012522596,0.2101514,0.37306458,0.26952517,-0.41064182,-0.0836455,0.26281244,-0.4786666,-0.27010342,0.2817573,-0.24293585,-0.12031158,0.27895212,-0.0534835,0.20113571,0.25330672,-0.72352326,-0.26178423,0.10698071,0.08497119,-0.39399555,0.43784502,0.10750638,0.020239672,0.44203088,0.19012883,0.10368964,0.036497682,0.119026154,-0.16328426,0.21813647,-0.30461258,-0.24081849,0.1959702,0.27780476,0.07670965,-0.07097826,0.38104957,0.17417938,-0.011092913,-0.19111963,-0.07439811,0.110845976,-0.35048735,0.0024488783,-0.09983573,-0.17308989,-0.039765947
BIS0005-15,-0.13518547,-0.005736807,-0.016234942,-0.09689599,0.12856112,-0.11676687,0.05979659,-0.15112889,-0.04837938,0.07460019,0.045817364,0.14756002,0.14843547,-0.25608894,-0.119712405,0.064915136,-0.11838673,0.29535508,0.5853085,0.42576674,-0.27943107,-0.18219177,0.26132864,-0.18102223,-0.17049518,0.39306498,-0.07370406,-0.2215851,0.42267394,0.10076123,0.12115225,0.29371804,-0.52490085,0.00038567395,-0.15380877,0.024765555,-0.10193704,0.31055117,0.32805687,0.12211547,0.50800115,0.18159431,0.059780594,-0.10898697,-0.0139966495,0.021931734,0.18414241,-0.4744041,-0.2067879,-0.011687224,0.31203386,-0.1205911,0.21840027,0.15356761,0.12840696,0.19963428,-0.10033534,-0.097445145,0.28482354,-0.42682454,0.21667685,-0.21437083,-0.17385964,0.1627864
BIJ0207-15,0.019333372,0.08680534,0.2724313,-0.05456535,0.048066735,-0.32705835,0.030503798,-0.16947308,0.18852276,0.025499646,0.3829326,0.04816099,0.15607154,-0.4696458,-0.14870368,0.03694371,-0.066201374,0.12941524,0.28029975,0.39935166,-0.1457279,0.29811543,0.13477103,-0.31925142,-0.13917328,0.432158,-0.02887853,0.1725633,0.20960224,0.20141385,0.15267052,0.03654988,-0.5813511,0.14191614,-0.0072884485,-0.076323956,-0.25144923,0.4548161,0.24402925,0.023963042,0.20897609,0.060338873,0.19330016,-0.027729439,-0.12888186,-0.14832415,0.3641482,-0.3035571,-0.1366668,-0.19117896,0.51282585,-0.28823864,0.075674295,0.41874972,-0.22069028,0.011879717,-0.019790733,-0.11793177,-0.09667529,0.06600764,0.066211954,-0.051102243,-0.1349472,0.1057141
BIR0004-15,-0.09206297,0.095313646,0.102534406,0.06976709,-0.035158966,-0.108719565,0.21460302,-0.0021859999,0.03808128,-0.025133017,0.12185734,0.15865283,0.21345021,-0.18278562,-0.11948251,0.008143156,-0.054931555,0.115786545,0.27150398,0.20403455,-0.18288538,0.043388765,0.19640616,-0.29138166,-0.063172705,0.18795374,-0.08454157,0.04162474,0.16064698,0.056642976,0.15032998,0.21154216,-0.3705334,-0.07530403,0.02229355,0.052531116,-0.10135193,0.23825163,0.18944056,0.0080794385,0.31828478,0.0592278,0.08588833,-0.016246252,0.024194533,0.0016431491,0.10662255,-0.29509935,-0.1445739,0.11564938,0.21427074,0.0373367,0.00046889487,0.16723867,0.022021905,-0.026148282,0.0049983,-0.0636743,0.11479609,-0.22805676,0.09771973,-0.12912843,-0.10830658,0.0326955
BIS0003-15,-0.14587355,0.10254842,0.10080314,0.05560173,-0.0038912487,-0.14147916,0.22441387,0.013202507,0.014866209,-0.023358466,0.08607754,0.13326058,0.17971344,-0.19430417,-0.07882459,0.061073173,-0.0954775,0.1595516,0.3706467,0.28700736,-0.24485171,0.07276788,0.20700523,-0.2779681,-0.13509917,0.2845764,-0.10965771,0.010706191,0.2769574,0.13241994,0.16608168,0.22293378,-0.49452567,-0.13017291,-0.05061198,0.01804851,-0.14809725,0.28565633,0.22379114,0.04246031,0.37078017,0.08232599,0.11230388,-0.06576223,0.050515845,-0.09284196,0.09875544,-0.4585974,-0.15377715,0.07714235,0.31484002,-0.05912267,0.01309362,0.23472787,0.07426216,-0.02170528,-0.023380943,-0.10486032,0.07970824,-0.2686154,0.091247514,-0.1677528,-0.12904996,0.07352605
MCZC002-15,-0.04879819,0.050925422,0.040932897,0.03611689,0.014925573,-0.0643795,0.064551845,-0.037115075,0.05859869,-0.024467567,0.04005219,0.05598769,0.10164684,-0.101305954,-0.06645418,0.015281291,-0.038325086,0.04037401,0.13003953,0.14599921,-0.08711879,0.01052194,0.07364177,-0.15449643,-0.068833925,0.12083606,-0.05097222,-0.0012416397,0.11974803,0.0242226,0.07008438,0.107590035,-0.21931973,-0.03576606,-0.0034355712,0.015213731,-0.062496595,0.14370747,0.094057776,0.016341684,0.17751877,0.03821437,0.042783916,-0.005539103,0.020577641,-0.011307405,0.07445874,-0.15698119,-0.06002716,0.01235001,0.14920703,-0.007712102,-0.007411456,0.10652079,0.03154633,-0.00082759507,-0.03525835,-0.0023178693,0.065756604,-0.10607788,0.042843994,-0.033346307,-0.06475761,0.020546326
NHZ4060-15,0.006924441,0.011358555,0.012995675,0.01283945,0.010947503,-0.006854875,0.0050014947,0.007452864,0.007013874,-0.0037247762,-0.0075836796,0.009375287,0.011541573,0.00973559,0.00323309,0.013970742,-0.0064585246,-0.0035798177,0.012020964,-0.0068587232,-0.006621808,-0.005091654,-0.013533359,6.86869e-05,0.0125333145,0.006599782,-0.0075874254,0.0089869145,0.006129658,0.0034874845,0.012066951,0.009114103,-0.012351358,0.0068916827,0.015431244,0.006932279,0.006825939,-0.013243711,-0.008122856,0.007502388,0.0023511592,-0.0022528935,-0.008872978,0.011751004,-0.00018444285,0.0032512657,0.010300491,-0.013678307,0.0018319488,-0.006104851,-0.0009373147,0.006483596,0.004883716,-0.0029597152,-0.0016554929,0.0013246592,0.00994632,-0.0036643483,-0.0060513355,-0.011596728,-0.01394376,-0.0071560238,-0.0014940612,-0.0046626125
ESHT026-21,-0.008107502,-0.009193165,-0.004269814,0.0055821165,-0.0005175043,-0.010739986,0.0067654215,0.010923108,-0.015468687,0.005569797,0.00694306,-0.0064007957,0.012141205,0.015057975,-0.0064803604,-0.010876736,-0.0061536264,0.008666042,0.0048499107,-0.0020023044,-0.013459487,-0.012647934,0.002403153,-0.0063977204,0.00931748,-0.006590262,0.0034927465,0.0028479248,0.0028008595,-0.014209032,0.0011947583,0.0116882175,0.011377044,-0.013192004,-0.002680067,0.0011728294,-0.006622689,-0.0043204427,-0.0019132216,0.0016270783,0.005396664,-0.0092367735,-0.0034745857,-0.00014142506,-0.006163517,-0.010870367,-0.007640684,-0.012869472,0.010866519,-0.014694747,-0.0031016562,0.010536304,-0.013324531,-0.0051691327,-0.0011513401,-0.008178966,-0.0040189475,0.004983099,-0.0063798204,0.0140026305,0.00030187517,-0.009621229,-0.0046361275,0.012294386
