data_autuacao	cod_disciplina_ufabc_edit	disciplina_ufabc_edit	ch_disciplina_ufabc_edit	disciplina_fora	disciplina 1	disciplina 2	disciplina 3	disciplina 4	disciplina 5	disciplina 6	disciplina 7	disciplina 8	disciplina 9	Parecer
2024.3	NHT4053-15	QUÍMICA DOS ELEMENTOS	96h	70181/ QUIMICA EXPERIMENTAL GERAL/2023.1/60H/ UNIVERSIDADE FEDERAL DE SÃO CARLOS	70181/ QUIMICA EXPERIMENTAL GERAL/2023.1/60H/ UNIVERSIDADE FEDERAL DE SÃO CARLOS									Indeferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	89206 /QUÍMICA 2/ 60H/2023.2/ Universidade Federal de São Carlos	89206 /QUÍMICA 2/ 60H/2023.2/ Universidade Federal de São Carlos									Indeferido
2024.3	BIS0005-15	BASES COMPUTACIONAIS DA CIÊNCIA	24h	ICT1112 / Introdução à Computação / 36H / 2022.1 / UNIVERSIDADE FEDERAL DE ALFENAS	ICT1112 / Introdução à Computação / 36H / 2022.1 / UNIVERSIDADE FEDERAL DE ALFENAS									Deferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	ICT1124 / Estrutura Atômica e Molecular / 36H / 2022.1 / UNIVERSIDADE FEDERAL DE ALFENAS	ICT1124 / Estrutura Atômica e Molecular / 36H / 2022.1 / UNIVERSIDADE FEDERAL DE ALFENAS									Deferido
2024.3	BCJ0203-15	FENÔMENOS ELETROMAGNÉTICOS	60h	ICT107 / FENÔMENOS ELETROMAGNETICOS / 60H / 2024.1 / UNIVERSIDADE FEDERAL DE ALFENAS	ICT107 / FENÔMENOS ELETROMAGNETICOS / 60H / 2024.1 / UNIVERSIDADE FEDERAL DE ALFENAS									Deferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	ICT108 / Fenômenos Mecânicos / 60H / 2023.1 / UNIVERSIDADE FEDERAL DE ALFENAS	ICT108 / Fenômenos Mecânicos / 60H / 2023.1 / UNIVERSIDADE FEDERAL DE ALFENAS									Deferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	ICT104 / Estatística e Probabilidade / 60H / 2023.2 / UNIVERSIDADE FEDERAL DE ALFENAS	ICT104 / Estatística e Probabilidade / 60H / 2023.2 / UNIVERSIDADE FEDERAL DE ALFENAS									Indeferido
2024.3	BCN0405-15	INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS	48h	ICT115 / INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIA S/ 30H / 2023.1 / UNIVERSIDADE FEDERAL DE ALFENAS	ICT115 / INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIA S/ 30H / 2023.1 / UNIVERSIDADE FEDERAL DE ALFENAS	ICT4071 / UTILIZAÇÃO DE FERRAMENTAS BÁSICAS COMPUTACIONAIS NA MATEMÁTICA BÁSICA PARA ENGENHARIAS / 30H / 2022.1 / UNIVERSIDADE FEDERAL DE ALFENAS								Deferido
2024.3	ESZI025-17	APLICAÇÕES DE MICROCONTROLADORES	48h	EEI104 / SISTEMAS MICROPROCESSADOS E MICROCONTROLADOS / 80H / 2018.2 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ	EEI104 / SISTEMAS MICROPROCESSADOS E MICROCONTROLADOS / 80H / 2018.2 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ									Deferido
2024.3	ESTA011-17	AUTOMAÇÃO DE SISTEMAS INDUSTRIAIS	48h	EMI102 / AUTOMAÇÃO INDUSTRIAL / 80H / 2019.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ	EMI102 / AUTOMAÇÃO INDUSTRIAL / 80H / 2019.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ									Indeferido
2024.3	ESZA008-17	CIRCUITOS HIDRÁULICOS E PNEUMÁTICOS	48h	EMH101 / SISTEMAS HIDRÁULICOS E PNEUMÁTICOS / 80H / 2019.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ	EMH101 / SISTEMAS HIDRÁULICOS E PNEUMÁTICOS / 80H / 2019.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ									Indeferido
2024.3	ESTA013-17	FUNDAMENTOS DE ROBÓTICA	48h	EMR004 / ROBÓTICA INDUSTRIAL / 80H / 2019.2 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ	EMR004 / ROBÓTICA INDUSTRIAL / 80H / 2019.2 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ									Deferido
2024.3	ESTE019-17	INSTALAÇÕES ELÉTRICAS I	48h	EEE303 / INSTALAÇÕES ELÉTRICAS / 80H / 2018.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ	EEE303 / INSTALAÇÕES ELÉTRICAS / 80H / 2018.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ									Indeferido
2024.3	ESTA023-17	INTRODUÇÃO AOS PROCESSOS DE FABRICAÇÃO	48h	EMP002 / PROCESSOS DE FABRICAÇÃO MECÂNICA / 80H / 2019.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ	EMP002 / PROCESSOS DE FABRICAÇÃO MECÂNICA / 80H / 2019.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ									Indeferido
2024.3	ESZA009-17	REDES DE BARRAMENTO DE CAMPO	36h	EEI106 / REDES INDUSTRIAIS I / 40H / 2019.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ	EEI106 / REDES INDUSTRIAIS I / 40H / 2019.1 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ									Indeferido
2024.3	ESZA015-17	SUPERVISÃO E MONITORAMENTO DE PROCESSOS ENERGÉTICOS	48h	EEA213 / SISTEMAS DE CONTROLE E SUPERVISÃO INDUSTRIAL / 80H / 2019.2 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ	EEA213 / SISTEMAS DE CONTROLE E SUPERVISÃO INDUSTRIAL / 80H / 2019.2 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ									Indeferido
2024.3	ESTA022-17	TEORIA DE ACIONAMENTOS ELÉTRICOS	48h	EEE301 / ACIONAMENTOS INDUSTRIAIS / 80H / 2018.2 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ	EEE301 / ACIONAMENTOS INDUSTRIAIS / 80H / 2018.2 / FACULDADE DE TECNOLOGIA DE SANTO ANDRÉ									Indeferido
2024.3	MCTA004-17	ARQUITETURA DE COMPUTADORES	48h	XXXX / ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES/ 60H / UNIVERSIDADE CIDADE DE SÃO PAULO	XXXX / ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES/ 60H / UNIVERSIDADE CIDADE DE SÃO PAULO									Indeferido
2024.3	BIS0005-15	BASES COMPUTACIONAIS DA CIÊNCIA	24h	XXXX / PENSAMENTO COMPUTACIONAL / 60H / UNIVERSIDADE CIDADE DE SÃO PAULO	XXXX / PENSAMENTO COMPUTACIONAL / 60H / UNIVERSIDADE CIDADE DE SÃO PAULO									Deferido
2024.3	BIR0603-15	CIÊNCIA, TECNOLOGIA E SOCIEDADE	36h	XXXX / SOCIEDADE, IDENTIDADES E TERRITÓRIOS / 80H / UNIVERSIDADE CIDADE DE SÃO PAULO	XXXX / SOCIEDADE, IDENTIDADES E TERRITÓRIOS / 80H / UNIVERSIDADE CIDADE DE SÃO PAULO									Indeferido
2024.3	MCTA028-15	PROGRAMAÇÃO ESTRUTURADA	48h	XXXX / PROGRAMAÇÃO DE COMPUTADORES / 60H / UNIVERSIDADE CIDADE DE SÃO PAULO	XXXX / PROGRAMAÇÃO DE COMPUTADORES / 60H / UNIVERSIDADE CIDADE DE SÃO PAULO									Indeferido
2024.3	BIQ0602-15	ESTRUTURA E DINÂMICA SOCIAL	36h	ENEX51039 / SOCIOLOGIA / 76H / 2023.1 / UNIVERSIDADE PRESBITERIANA MACKENZIE	ENEX51039 / SOCIOLOGIA / 76H / 2023.1 / UNIVERSIDADE PRESBITERIANA MACKENZIE									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	QXD0006 / CÁLCULO DIFERENCIAL E INTEGRAL I / 64H / 2023.2 / UNIVERSIDADE FEDERAL DO CEARÁ	QXD0006 / CÁLCULO DIFERENCIAL E INTEGRAL I / 64H / 2023.2 / UNIVERSIDADE FEDERAL DO CEARÁ	QXD0109 / PRÉ-CÁLCULO / 32H / 2023.1 / UNIVERSIDADE FEDERAL DO CEARÁ								Deferido
2024.3	BCL0308-15	BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS	60h	XXXX / BIOLOGIA CELULAR / 60H / 2020.2 / UNIVERSIDADE CRUZEIRO DO SUL	XXXX / BIOLOGIA CELULAR / 60H / 2020.2 / UNIVERSIDADE CRUZEIRO DO SUL	XXXX / BIOQUÍMICA / 80H / 2021.1 / UNIVERSIDADE CRUZEIRO DO SUL								Deferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	XXXX / QUÍMICA / 40H / 2020.1 / UNIVERSIDADE CRUZEIRO DO SUL	XXXX / QUÍMICA / 40H / 2020.1 / UNIVERSIDADE CRUZEIRO DO SUL									Indeferido
2024.3	BCK0103-15	FÍSICA QUÂNTICA	36h	XXXX / FÍSICA / 40H / 2020.1 / UNIVERSIDADE CRUZEIRO DO SUL	XXXX / FÍSICA / 40H / 2020.1 / UNIVERSIDADE CRUZEIRO DO SUL	XXXX / : FÍSICA APLICADA PARA CIÊNCIAS BIOLÓGICAS / 40H / 2020.2 / UNIVERSIDADE CRUZEIRO DO SUL								Indeferido
2024.3	BCM0505-15	PROCESSAMENTO DA INFORMAÇÃO	60h	XXXX / TECNOLOGIAS DA INFORMAÇÃO E DA  COMUNICAÇÃO / 80H / 2020.1 / UNIVERSIDADE CRUZEIRO DO SUL	XXXX / TECNOLOGIAS DA INFORMAÇÃO E DA  COMUNICAÇÃO / 80H / 2020.1 / UNIVERSIDADE CRUZEIRO DO SUL									Indeferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	5291 / FENÔMENOS QUÍMICOS I / 40H / 2018.1 / Universidade Federal de São Paulo	5291 / FENÔMENOS QUÍMICOS I / 40H / 2018.1 / Universidade Federal de São Paulo	5291 / FENÔMENOS QUÍMICOS I / 40H / 2018.1 / Universidade Federal de São Paulo								Deferido
2024.3	BIL0304-15	EVOLUÇÃO E DIVERSIFICAÇÃO DA VIDA NA TERRA	36h	4785 / FUNCIONAMENTO DA VIDA I / 80H / 2018 / Universidade Federal de São Paulo	4785 / FUNCIONAMENTO DA VIDA I / 80H / 2018 / Universidade Federal de São Paulo									Indeferido
2024.3	ESHC002-17	CONTABILIDADE BÁSICA	48h	ENEC50176 / CONTABILIDADE E ANALISE DE BALANCOS / 63h 20min / 2023.1 / Universidade Presbiteriana Mackenzie	ENEC50176 / CONTABILIDADE E ANALISE DE BALANCOS / 63h 20min / 2023.1 / Universidade Presbiteriana Mackenzie									Deferido
2024.3	ESHC020-17	HISTÓRIA ECONÔMICA GERAL	48h	ENEX50514 / HISTORIA ECONOMICA GERAL / 63h 20min / 2023.1 / Universidade Presbiteriana Mackenzie	ENEX50514 / HISTORIA ECONOMICA GERAL / 63h 20min / 2023.1 / Universidade Presbiteriana Mackenzie									Deferido
2024.3	MCTA001-17	ALGORITMOS E ESTRUTURAS DE DADOS I	48h	05259 / ALGORITMOS E PROG.DE COMPUTADORES / 102H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ	05259 / ALGORITMOS E PROG.DE COMPUTADORES / 102H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	MCTA002-17	ALGORITMOS E ESTRUTURAS DE DADOS II	48h	05259 / ALGORITMOS E PROG.DE COMPUTADORES / 102H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ	05259 / ALGORITMOS E PROG.DE COMPUTADORES / 102H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	MCTB005-13	ANÁLISE REAL I	48h	00199 / CALCULO DIFERENCIAL E INTEGRAL / 204H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ	00199 / CALCULO DIFERENCIAL E INTEGRAL / 204H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	MCTB006-13	ANÁLISE REAL II	48h	00199 / CALCULO DIFERENCIAL E INTEGRAL / 204H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ	00199 / CALCULO DIFERENCIAL E INTEGRAL / 204H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	MCTB010-13	CÁLCULO VETORIAL E TENSORIAL	48h	00199 / CALCULO DIFERENCIAL E INTEGRAL / 204H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ	00199 / CALCULO DIFERENCIAL E INTEGRAL / 204H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	ESTO001-17	CIRCUITOS ELÉTRICOS E FOTÔNICA	48h	05273 / FISICA GERAL III / 68H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ	05273 / FISICA GERAL III / 68H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ	05278 / FISICA EXPERIMENTAL IV / 34H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ								Indeferido
2024.3	NHZ3078-15	EQUAÇÕES DIFERENCIAIS PARCIAIS APLICADAS	48h	00199 / CALCULO DIFERENCIAL E INTEGRAL / 204H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ	00199 / CALCULO DIFERENCIAL E INTEGRAL / 204H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	NHT3012-15	FÍSICA DO CONTÍNUO	48h	05267 / FISICA GERAL II / 68H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ	05267 / FISICA GERAL II / 68H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ	05268 / FISICA EXPERIMENTAL II / 34H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ								Indeferido
2024.3	NHT3068-15	MECÂNICA CLÁSSICA I	48h	05262 / FISICA GERAL I / 68H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ	05262 / FISICA GERAL I / 68H / 2015 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	NHT4025-15	MÉTODOS DE ANÁLISE EM QUÍMICA ORGÂNICA	48h	00207 / QUIMICA EXPERIMENTAL / 102H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ	00207 / QUIMICA EXPERIMENTAL / 102H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	NHT3049-15	PRINCÍPIOS DE TERMODINÂMICA	48h	00205 / FISICO-QUIMICA / 136H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ	00205 / FISICO-QUIMICA / 136H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Deferido
2024.3	NHT4041-15	QUÍMICA ORGÂNICA EXPERIMENTAL	48h	00207 / QUIMICA EXPERIMENTAL  /  102H  / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ	00207 / QUIMICA EXPERIMENTAL  /  102H  / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	NHT3055-13	TEORIA ELETROMAGNÉTICA	72h	05273 / FISICA GERAL III / 68H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ	05273 / FISICA GERAL III / 68H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ	05278 / FISICA EXPERIMENTAL IV / 34H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ								Indeferido
2024.3	ESTO014-17	TERMODINÂMICA APLICADA I	48h	00205 / FISICO-QUIMICA / 136H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ	00205 / FISICO-QUIMICA / 136H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	NHT4057-15	TERMODINÂMICA QUÍMICA	48h	00205 / FISICO-QUIMICA / 136H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ	00205 / FISICO-QUIMICA / 136H / 2016 / UNIVERSIDADE ESTADUAL DE MARINGÁ									Indeferido
2024.3	BHP0001-15	ÉTICA E JUSTIÇA	48h	HUM-412 / ÉTICA, LEGISLAÇÃO E SUSTENTABILIDADE / 72H / 2016.2 / ESCOLA SUPERIOR DE PROPAGANDA E MARKETING	HUM-412 / ÉTICA, LEGISLAÇÃO E SUSTENTABILIDADE / 72H / 2016.2 / ESCOLA SUPERIOR DE PROPAGANDA E MARKETING									Deferido
2024.3	ESHC016-17	FINANÇAS CORPORATIVAS	48h	FIN-408 / FINANÇAS I / 72H / 2016.2 / ESCOLA SUPERIOR DE PROPAGANDA E MARKETING	FIN-408 / FINANÇAS I / 72H / 2016.2 / ESCOLA SUPERIOR DE PROPAGANDA E MARKETING									Indeferido
2024.3	BHO1102-19	INTRODUÇÃO À ECONOMIA	36h	ECO-116 / FUNDAMENTOS DA ECONOMIA / 72H / 2015.1 / ESCOLA SUPERIOR DE PROPAGANDA E MARKETING	ECO-116 / FUNDAMENTOS DA ECONOMIA / 72H / 2015.1 / ESCOLA SUPERIOR DE PROPAGANDA E MARKETING									Deferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	FIN-213 / ESTATÍSTICA / 72H / 2015.2 / ESCOLA SUPERIOR DE PROPAGANDA E MARKETING	FIN-213 / ESTATÍSTICA / 72H / 2015.2 / ESCOLA SUPERIOR DE PROPAGANDA E MARKETING									Indeferido
2024.3	BCM0506-15	COMUNICAÇÃO E REDES	36h	GEX208 / INFORMÁTICA BÁSICA / 60H / 2021.1 / UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	GEX208 / INFORMÁTICA BÁSICA / 60H / 2021.1 / UNIVERSIDADE FEDERAL DA FRONTEIRA SUL									Indeferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	GEX055 / PROBABILIDADE E ESTATÍSTICA / 60H / 2021.2 / UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	GEX055 / PROBABILIDADE E ESTATÍSTICA / 60H / 2021.2 / UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	GEX210 / ESTATÍSTICA BÁSICA / 60H / 2020.2 / UNIVERSIDADE FEDERAL DA FRONTEIRA SUL								Indeferido
2024.3	MCTB019-17	MATEMÁTICA DISCRETA	48h	GEX608 / MATEMÁTICA DISCRETA / 60H / 2021.1 / UNIVERSIDADE FEDERAL DA FRONTEIRA SUL	GEX608 / MATEMÁTICA DISCRETA / 60H / 2021.1 / UNIVERSIDADE FEDERAL DA FRONTEIRA SUL									Deferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	QUI003 / QUIMICA GERAL B / 60H / 2020.2 / UNIVERSIDADE FEDERAL DE MINAS GERAIS	QUI003 / QUIMICA GERAL B / 60H / 2020.2 / UNIVERSIDADE FEDERAL DE MINAS GERAIS	QUI019 / QUIMICA GERAL EXPERIMENTAL / 30H / 2020.2 / UNIVERSIDADE FEDERAL DE MINAS GERAIS								Indeferido
2024.3	BCL0306-15	BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE	36h	5302 / ORGANIZAÇÃO DA VIDA / 80H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5302 / ORGANIZAÇÃO DA VIDA / 80H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BCL0308-15	BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS	60h	4785 / FUNCIONAMENTO DA VIDA 1 / 80H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	4785 / FUNCIONAMENTO DA VIDA 1 / 80H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	4822 / FUNCIONAMENTO DA VIDA 2 / 80H / 2022.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO								deferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	5291 / FENÔMENOS QUÍMICOS 1 / 40H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5291 / FENÔMENOS QUÍMICOS 1 / 40H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	5550 / FUNCÇÕES DE UMA VARIÁVEL 1 / 40H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5550 / FUNCÇÕES DE UMA VARIÁVEL 1 / 40H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5920 / FUNÇÕES DE UMA VARIÁVEL 2 / 40H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO								Deferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	5290 / PROBABILIDADE E ESTATÍSTICA / 40H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5290 / PROBABILIDADE E ESTATÍSTICA / 40H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	6480 / INTRODUÇÃO À ESTATÍSTICA / 20H / 2022.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO								Indeferido
2024.3	BCN0405-15	INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS	48h	5945 / EQUAÇÕES DIFERENCIAIS ORDINÁRIAS / 40H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5945 / EQUAÇÕES DIFERENCIAIS ORDINÁRIAS / 40H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	5309 / FENÔMENOS FÍSICO-QUÍMICOS / 40H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5309 / FENÔMENOS FÍSICO-QUÍMICOS / 40H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5939 / FENÔMENOS QUÍMICOS 2 / 40H / 2022.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5943 / LABORATÓRIO DE FENÔMENOS QUÍMICOS / 20H / 2022.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	6145 / LABORATÓRIO DE FENÔMENOS FÍSICO-QUÍMICOS / 20H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO						Deferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	F 008 / INTRODUÇÃO À FÍSICA/ 90H / 2023.1 / UNIVERSIDADE ESTADUAL DE CAMPINAS	F 008 / INTRODUÇÃO À FÍSICA/ 90H / 2023.1 / UNIVERSIDADE ESTADUAL DE CAMPINAS									Indeferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	MA111 / CÁLCULO I / 90H / 2023.2 / UNIVERSIDADE ESTADUAL DE CAMPINAS	MA111 / CÁLCULO I / 90H / 2023.2 / UNIVERSIDADE ESTADUAL DE CAMPINAS									Deferido
2024.3	ESTO012-17	PRINCÍPIOS DE ADMINISTRAÇÃO	24h	GRA0058 | FUNDAMENTOS DA ADMINISTRAÇÃO| 66 | 2020.1 |UNIVERSIDADE ANHEMBI MORUMBI	GRA0058 | FUNDAMENTOS DA ADMINISTRAÇÃO| 66 | 2020.1 |UNIVERSIDADE ANHEMBI MORUMBI									Deferido
2024.3	ESHP020-13	TEMAS CONTEMPORÂNEOS	48h	GRA0184 | DESAFIOS CONTEMPORÂNEOS |88 |2020.1 | UNIVERSIDADE ANHEMBI MORUMBI	GRA0184 | DESAFIOS CONTEMPORÂNEOS |88 |2020.1 | UNIVERSIDADE ANHEMBI MORUMBI									Deferido
2024.3	ESTG001-17	CUSTOS	72h	634/ GESTÃO ESTRATÉGICA DE CUSTOS  / 80H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	634/ GESTÃO ESTRATÉGICA DE CUSTOS  / 80H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Deferido
2024.3	NHI5001-15	DESENVOLVIMENTO E APRENDIZAGEM	48h	525/ GESTÃO DE PESSOAS  / 80H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	525/ GESTÃO DE PESSOAS  / 80H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Indeferido
2024.3	BHO0102-15	DESENVOLVIMENTO E SUSTENTABILIDADE	48h	103/ ÉTICA ORGANIZACIONAL E PROFISSIONAL / 40H / 2020.1 / FACULDADE ENGENHEIRO SALVADOR ARENA E 211/ RESPONSABILIDADE SOCIAL E AMBIENTAL  DAS EMPRESAS /40H/2020.1/ FACULDADE ENGENHEIRO SALVADOR ARENA	103/ ÉTICA ORGANIZACIONAL E PROFISSIONAL / 40H / 2020.1 / FACULDADE ENGENHEIRO SALVADOR ARENA E 211/ RESPONSABILIDADE SOCIAL E AMBIENTAL  DAS EMPRESAS /40H/2020.1/ FACULDADE ENGENHEIRO SALVADOR ARENA									Indeferido
2024.3	MCZA007-13	EMPREENDEDORISMO E DESENVOLVIMENTO DE NEGÓCIOS	48h	738/  EMPREENDEDORISMO E PLANO DE  NEGÓCIOS  / 80H / 2023.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	738/  EMPREENDEDORISMO E PLANO DE  NEGÓCIOS  / 80H / 2023.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Deferido
2024.3	ESTG011-17	ESTATÍSTICA APLICADA A SISTEMAS DE GESTÃO	48h	317/ ESTATÍSTICA APLICADA À GESTÃO/ 80H / 2021.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	317/ ESTATÍSTICA APLICADA À GESTÃO/ 80H / 2021.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Deferido
2024.3	BHO0002-15	PENSAMENTO ECONÔMICO	36h	315/ INTRODUÇÃO À ECONOMIA  / 40H / 2021.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	315/ INTRODUÇÃO À ECONOMIA  / 40H / 2021.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Deferido
2024.3	ESTG013-17	PESQUISA OPERACIONAL	72h	527/ PESQUISA OPERRACIONAL / 80H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	527/ PESQUISA OPERRACIONAL / 80H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Deferido
2024.3	BCS0002-15	PROJETO DIRIGIDO	24h	318/ PROJETO INTERDISCIPLINAR I / 80H / 2021.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	318/ PROJETO INTERDISCIPLINAR I / 80H / 2021.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Deferido
2024.3	MCZA027-17	SISTEMAS DE INFORMAÇÃO	48h	633/ ADMINISTRAÇÃO DE SISTEMAS DE  INFORMAÇÃO / 80H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	633/ ADMINISTRAÇÃO DE SISTEMAS DE  INFORMAÇÃO / 80H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Deferido
